subid,subage,condition,trial,speakerChange,agent,altAgent,leftFruit,rightFruit,pref,pick,correct,rt,test_date,experiment,experimenter,keep_drop,sex,dob,age_num,check_age
190201_3_pref2,3,preference,train,false,Elephant,Dog,car,bear,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/car.png,1,12207,2019-02-01,mcc_kids_pref_2,MM,keep,F,2015-04-02,3.8383561643835615,TRUE
190201_3_pref2,3,preference,train,false,Pig,Dog,duck,ball,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/ball.png,1,10706,2019-02-01,mcc_kids_pref_2,MM,keep,F,2015-04-02,3.8383561643835615,TRUE
190201_3_pref2,3,preference,1,true,Sheep,Dog,t5,t11,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t11.png,0,14458,2019-02-01,mcc_kids_pref_2,MM,keep,F,2015-04-02,3.8383561643835615,TRUE
190201_3_pref2,3,preference,2,false,Mouse,Monkey,t1,t14,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t1.png,1,12739,2019-02-01,mcc_kids_pref_2,MM,keep,F,2015-04-02,3.8383561643835615,TRUE
190201_3_pref2,3,preference,3,false,Cat,Monkey,t8,t12,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t12.png,1,12275,2019-02-01,mcc_kids_pref_2,MM,keep,F,2015-04-02,3.8383561643835615,TRUE
190201_3_pref2,3,preference,4,true,Frog,Monkey,t6,t9,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t6.png,1,11627,2019-02-01,mcc_kids_pref_2,MM,keep,F,2015-04-02,3.8383561643835615,TRUE
190201_3_pref2,3,preference,5,false,Beaver,Pig,t7,t15,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t7.png,1,14440,2019-02-01,mcc_kids_pref_2,MM,keep,F,2015-04-02,3.8383561643835615,TRUE
190201_3_pref2,3,preference,6,true,Tiger,Pig,t2,t10,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t10.png,1,13539,2019-02-01,mcc_kids_pref_2,MM,keep,F,2015-04-02,3.8383561643835615,TRUE
190201_3_pref2,3,preference,7,false,Bunny,Elephant,t16,t4,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t4.png,1,11893,2019-02-01,mcc_kids_pref_2,MM,keep,F,2015-04-02,3.8383561643835615,TRUE
190201_3_pref2,3,preference,8,true,Bear,Elephant,t17,t3,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t3.png,1,10140,2019-02-01,mcc_kids_pref_2,MM,keep,F,2015-04-02,3.8383561643835615,TRUE
190201_4_pref2,4,preference,train,false,Elephant,Monkey,car,bear,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/car.png,1,13085,2019-02-01,mcc_kids_pref_2,MM,keep,F,2015-01-03,4.082191780821918,TRUE
190201_4_pref2,4,preference,train,false,Pig,Monkey,duck,ball,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/ball.png,1,8948,2019-02-01,mcc_kids_pref_2,MM,keep,F,2015-01-03,4.082191780821918,TRUE
190201_4_pref2,4,preference,1,true,Elephant,Monkey,t17,t8,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t8.png,1,15826,2019-02-01,mcc_kids_pref_2,MM,keep,F,2015-01-03,4.082191780821918,TRUE
190201_4_pref2,4,preference,2,false,Beaver,Bunny,t12,t2,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t2.png,0,10025,2019-02-01,mcc_kids_pref_2,MM,keep,F,2015-01-03,4.082191780821918,TRUE
190201_4_pref2,4,preference,3,true,Tiger,Bunny,t4,t16,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t4.png,0,10086,2019-02-01,mcc_kids_pref_2,MM,keep,F,2015-01-03,4.082191780821918,TRUE
190201_4_pref2,4,preference,4,false,Sheep,Mouse,t11,t6,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t6.png,1,9538,2019-02-01,mcc_kids_pref_2,MM,keep,F,2015-01-03,4.082191780821918,TRUE
190201_4_pref2,4,preference,5,false,Cat,Mouse,t15,t5,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t15.png,1,9806,2019-02-01,mcc_kids_pref_2,MM,keep,F,2015-01-03,4.082191780821918,TRUE
190201_4_pref2,4,preference,6,true,Bear,Mouse,t14,t7,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t14.png,1,9223,2019-02-01,mcc_kids_pref_2,MM,keep,F,2015-01-03,4.082191780821918,TRUE
190201_4_pref2,4,preference,7,false,Pig,Dog,t9,t3,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t9.png,1,8122,2019-02-01,mcc_kids_pref_2,MM,keep,F,2015-01-03,4.082191780821918,TRUE
190201_4_pref2,4,preference,8,true,Frog,Dog,t10,t1,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t1.png,1,8845,2019-02-01,mcc_kids_pref_2,MM,keep,F,2015-01-03,4.082191780821918,TRUE
190201_5_pref2,3,preference,train,false,Elephant,Bunny,car,bear,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/car.png,1,9968,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-12-17,3.128767123287671,TRUE
190201_5_pref2,3,preference,train,false,Pig,Bunny,duck,ball,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/ball.png,1,8220,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-12-17,3.128767123287671,TRUE
190201_5_pref2,3,preference,1,true,Tiger,Bunny,t5,t2,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t2.png,1,10655,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-12-17,3.128767123287671,TRUE
190201_5_pref2,3,preference,2,false,Cat,Pig,t14,t9,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t9.png,1,12244,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-12-17,3.128767123287671,TRUE
190201_5_pref2,3,preference,3,false,Beaver,Pig,t16,t11,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t11.png,0,13289,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-12-17,3.128767123287671,TRUE
190201_5_pref2,3,preference,4,true,Elephant,Pig,t7,t12,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t12.png,0,11993,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-12-17,3.128767123287671,TRUE
190201_5_pref2,3,preference,5,true,Sheep,Mouse,t15,t4,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t4.png,1,9157,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-12-17,3.128767123287671,TRUE
190201_5_pref2,3,preference,6,false,Monkey,Frog,t17,t1,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t1.png,1,9527,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-12-17,3.128767123287671,TRUE
190201_5_pref2,3,preference,7,true,Dog,Frog,t8,t3,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t3.png,0,8342,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-12-17,3.128767123287671,TRUE
190201_5_pref2,3,preference,8,false,Bear,NA,t6,t10,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t10.png,0,8040,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-12-17,3.128767123287671,TRUE
190201_7_pref2,3,preference,train,false,Elephant,Bunny,car,bear,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/car.png,1,8180,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-07-04,3.5835616438356164,TRUE
190201_7_pref2,3,preference,train,false,Pig,Bunny,duck,ball,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/ball.png,1,8227,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-07-04,3.5835616438356164,TRUE
190201_7_pref2,3,preference,1,false,Beaver,Bunny,t3,t2,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t2.png,1,12740,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-07-04,3.5835616438356164,TRUE
190201_7_pref2,3,preference,2,true,Elephant,Bunny,t11,t5,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t5.png,1,10604,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-07-04,3.5835616438356164,TRUE
190201_7_pref2,3,preference,3,true,Dog,Bear,t7,t9,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t7.png,1,8075,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-07-04,3.5835616438356164,TRUE
190201_7_pref2,3,preference,4,false,Sheep,Pig,t17,t8,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t17.png,1,8270,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-07-04,3.5835616438356164,TRUE
190201_7_pref2,3,preference,5,false,Frog,Pig,t4,t1,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t1.png,1,8056,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-07-04,3.5835616438356164,TRUE
190201_7_pref2,3,preference,6,true,Tiger,Pig,t15,t12,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t12.png,0,8123,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-07-04,3.5835616438356164,TRUE
190201_7_pref2,3,preference,7,true,Cat,Mouse,t6,t14,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t14.png,1,8606,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-07-04,3.5835616438356164,TRUE
190201_7_pref2,3,preference,8,false,Monkey,NA,t16,t10,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t16.png,1,8773,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-07-04,3.5835616438356164,TRUE
190201_9_pref2,3,preference,train,false,Elephant,Cat,car,bear,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/car.png,1,11499,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-06-23,3.6136986301369864,TRUE
190201_9_pref2,3,preference,train,false,Pig,Cat,duck,ball,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/ball.png,1,8172,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-06-23,3.6136986301369864,TRUE
190201_9_pref2,3,preference,1,false,Dog,Cat,t3,t14,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t14.png,0,9972,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-06-23,3.6136986301369864,TRUE
190201_9_pref2,3,preference,2,true,Monkey,Cat,t16,t12,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t16.png,0,12076,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-06-23,3.6136986301369864,TRUE
190201_9_pref2,3,preference,3,true,Sheep,Pig,t11,t6,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t6.png,0,9121,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-06-23,3.6136986301369864,TRUE
190201_9_pref2,3,preference,4,false,Bunny,Elephant,t10,t15,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t10.png,0,15935,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-06-23,3.6136986301369864,TRUE
190201_9_pref2,3,preference,5,true,Frog,Elephant,t17,t8,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t17.png,1,13109,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-06-23,3.6136986301369864,TRUE
190201_9_pref2,3,preference,6,false,Beaver,Mouse,t4,t1,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t1.png,0,12093,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-06-23,3.6136986301369864,TRUE
190201_9_pref2,3,preference,7,true,Bear,Mouse,t7,t2,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t2.png,1,10078,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-06-23,3.6136986301369864,TRUE
190201_9_pref2,3,preference,8,false,Tiger,NA,t9,t5,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t5.png,1,10463,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-06-23,3.6136986301369864,TRUE
190201_10_pref2,3,preference,train,false,Elephant,Elephant,car,bear,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/car.png,1,9353,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-05-02,3.756164383561644,TRUE
190201_10_pref2,3,preference,train,false,Pig,Elephant,duck,ball,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/ball.png,1,8685,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-05-02,3.756164383561644,TRUE
190201_10_pref2,3,preference,1,true,Beaver,Elephant,t2,t16,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t16.png,0,10303,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-05-02,3.756164383561644,TRUE
190201_10_pref2,3,preference,2,false,Mouse,Frog,t12,t3,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t12.png,0,9553,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-05-02,3.756164383561644,TRUE
190201_10_pref2,3,preference,3,true,Sheep,Frog,t7,t10,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t10.png,0,8126,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-05-02,3.756164383561644,TRUE
190201_10_pref2,3,preference,4,false,Bear,Pig,t15,t4,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t4.png,0,8206,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-05-02,3.756164383561644,TRUE
190201_10_pref2,3,preference,5,true,Tiger,Pig,t5,t8,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t5.png,0,8304,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-05-02,3.756164383561644,TRUE
190201_10_pref2,3,preference,6,false,Dog,Bunny,t1,t17,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t1.png,0,10340,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-05-02,3.756164383561644,TRUE
190201_10_pref2,3,preference,7,true,Cat,Bunny,t6,t9,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t6.png,0,8543,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-05-02,3.756164383561644,TRUE
190201_10_pref2,3,preference,8,false,Monkey,NA,t14,t11,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t11.png,0,9148,2019-02-01,mcc_kids_pref_2,MM,keep,M,2015-05-02,3.756164383561644,TRUE
190207_1_pref2,3,preference,train,false,Elephant,Elephant,car,bear,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/car.png,1,9405,2019-02-07,mcc_kids_pref_2,MM,keep,M,2015-06-15,3.652054794520548,TRUE
190207_1_pref2,3,preference,train,false,Pig,Elephant,duck,ball,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/ball.png,1,9475,2019-02-07,mcc_kids_pref_2,MM,keep,M,2015-06-15,3.652054794520548,TRUE
190207_1_pref2,3,preference,1,false,Cat,Elephant,t11,t10,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t10.png,1,15759,2019-02-07,mcc_kids_pref_2,MM,keep,M,2015-06-15,3.652054794520548,TRUE
190207_1_pref2,3,preference,2,true,Frog,Elephant,t5,t3,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t3.png,1,8613,2019-02-07,mcc_kids_pref_2,MM,keep,M,2015-06-15,3.652054794520548,TRUE
190207_1_pref2,3,preference,3,true,Monkey,Bunny,t8,t1,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t8.png,1,9808,2019-02-07,mcc_kids_pref_2,MM,keep,M,2015-06-15,3.652054794520548,TRUE
190207_1_pref2,3,preference,4,false,Sheep,Bear,t15,t7,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t7.png,1,11689,2019-02-07,mcc_kids_pref_2,MM,keep,M,2015-06-15,3.652054794520548,TRUE
190207_1_pref2,3,preference,5,false,Tiger,Bear,t12,t4,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t12.png,1,10877,2019-02-07,mcc_kids_pref_2,MM,keep,M,2015-06-15,3.652054794520548,TRUE
190207_1_pref2,3,preference,6,true,Mouse,Bear,t17,t9,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t9.png,0,9548,2019-02-07,mcc_kids_pref_2,MM,keep,M,2015-06-15,3.652054794520548,TRUE
190207_1_pref2,3,preference,7,false,Beaver,Dog,t14,t6,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t6.png,0,9758,2019-02-07,mcc_kids_pref_2,MM,keep,M,2015-06-15,3.652054794520548,TRUE
190207_1_pref2,3,preference,8,true,Pig,Dog,t16,t2,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t16.png,0,9774,2019-02-07,mcc_kids_pref_2,MM,keep,M,2015-06-15,3.652054794520548,TRUE
190207_2_pref2,3,preference,train,false,Elephant,Beaver,car,bear,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/car.png,1,11009,2019-02-07,mcc_kids_pref_2,MM,keep,M,2015-07-29,3.5315068493150683,TRUE
190207_2_pref2,3,preference,train,false,Pig,Beaver,duck,ball,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/ball.png,1,8868,2019-02-07,mcc_kids_pref_2,MM,keep,M,2015-07-29,3.5315068493150683,TRUE
190207_2_pref2,3,preference,1,true,Pig,Beaver,t6,t17,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t6.png,0,11606,2019-02-07,mcc_kids_pref_2,MM,keep,M,2015-07-29,3.5315068493150683,TRUE
190207_2_pref2,3,preference,2,false,Elephant,Tiger,t3,t16,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t3.png,1,10705,2019-02-07,mcc_kids_pref_2,MM,keep,M,2015-07-29,3.5315068493150683,TRUE
190207_2_pref2,3,preference,3,false,Bear,Tiger,t1,t12,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t1.png,0,8444,2019-02-07,mcc_kids_pref_2,MM,keep,M,2015-07-29,3.5315068493150683,TRUE
190207_2_pref2,3,preference,4,true,Dog,Tiger,t7,t2,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t7.png,0,10953,2019-02-07,mcc_kids_pref_2,MM,keep,M,2015-07-29,3.5315068493150683,TRUE
190207_2_pref2,3,preference,5,true,Cat,Sheep,t5,t8,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t5.png,0,11446,2019-02-07,mcc_kids_pref_2,MM,keep,M,2015-07-29,3.5315068493150683,TRUE
190207_2_pref2,3,preference,6,false,Mouse,Bunny,t15,t11,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t15.png,1,10306,2019-02-07,mcc_kids_pref_2,MM,keep,M,2015-07-29,3.5315068493150683,TRUE
190207_2_pref2,3,preference,7,true,Frog,Bunny,t4,t9,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t4.png,1,9455,2019-02-07,mcc_kids_pref_2,MM,keep,M,2015-07-29,3.5315068493150683,TRUE
190207_2_pref2,3,preference,8,false,Monkey,NA,t14,t10,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t14.png,1,8824,2019-02-07,mcc_kids_pref_2,MM,keep,M,2015-07-29,3.5315068493150683,TRUE
190207_3_pref2,3,preference,train,false,Elephant,Pig,car,bear,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/car.png,1,12523,2019-02-07,mcc_kids_pref_2,MM,keep,F,2016-01-20,3.052054794520548,TRUE
190207_3_pref2,3,preference,train,false,Pig,Pig,duck,ball,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/ball.png,1,9387,2019-02-07,mcc_kids_pref_2,MM,keep,F,2016-01-20,3.052054794520548,TRUE
190207_3_pref2,3,preference,1,true,Beaver,Pig,t3,t8,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t8.png,0,16163,2019-02-07,mcc_kids_pref_2,MM,keep,F,2016-01-20,3.052054794520548,TRUE
190207_3_pref2,3,preference,2,false,Bear,Sheep,t15,t7,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t7.png,0,15008,2019-02-07,mcc_kids_pref_2,MM,keep,F,2016-01-20,3.052054794520548,TRUE
190207_3_pref2,3,preference,3,true,Tiger,Sheep,t14,t10,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t10.png,0,16060,2019-02-07,mcc_kids_pref_2,MM,keep,F,2016-01-20,3.052054794520548,TRUE
190207_3_pref2,3,preference,4,false,Dog,Frog,t4,t2,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t2.png,1,16058,2019-02-07,mcc_kids_pref_2,MM,keep,F,2016-01-20,3.052054794520548,TRUE
190207_3_pref2,3,preference,5,false,Cat,Frog,t5,t12,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t12.png,1,17254,2019-02-07,mcc_kids_pref_2,MM,keep,F,2016-01-20,3.052054794520548,TRUE
190207_3_pref2,3,preference,6,true,Bunny,Frog,t9,t17,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t17.png,1,14312,2019-02-07,mcc_kids_pref_2,MM,keep,F,2016-01-20,3.052054794520548,TRUE
190207_3_pref2,3,preference,7,true,Monkey,Mouse,t6,t11,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t6.png,1,24042,2019-02-07,mcc_kids_pref_2,MM,keep,F,2016-01-20,3.052054794520548,TRUE
190207_3_pref2,3,preference,8,false,Elephant,NA,t16,t1,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t16.png,0,9339,2019-02-07,mcc_kids_pref_2,MM,keep,F,2016-01-20,3.052054794520548,TRUE
190207_5_pref2,3,preference,train,false,Elephant,Pig,car,bear,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/car.png,1,17564,2019-02-07,mcc_kids_pref_2,MM,keep,F,2015-12-15,3.1506849315068495,TRUE
190207_5_pref2,3,preference,train,false,Pig,Pig,duck,ball,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/ball.png,1,12306,2019-02-07,mcc_kids_pref_2,MM,keep,F,2015-12-15,3.1506849315068495,TRUE
190207_5_pref2,3,preference,1,true,Sheep,Pig,t8,t5,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t5.png,0,27784,2019-02-07,mcc_kids_pref_2,MM,keep,F,2015-12-15,3.1506849315068495,TRUE
190207_5_pref2,3,preference,2,false,Dog,Frog,t4,t1,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t1.png,0,14614,2019-02-07,mcc_kids_pref_2,MM,keep,F,2015-12-15,3.1506849315068495,TRUE
190207_5_pref2,3,preference,3,true,Bear,Frog,t7,t16,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t16.png,1,19132,2019-02-07,mcc_kids_pref_2,MM,keep,F,2015-12-15,3.1506849315068495,TRUE
190207_5_pref2,3,preference,4,false,Bunny,Tiger,t17,t14,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t14.png,1,17116,2019-02-07,mcc_kids_pref_2,MM,keep,F,2015-12-15,3.1506849315068495,TRUE
190207_5_pref2,3,preference,5,false,Mouse,Tiger,t11,t10,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t10.png,1,12675,2019-02-07,mcc_kids_pref_2,MM,keep,F,2015-12-15,3.1506849315068495,TRUE
190207_5_pref2,3,preference,6,true,Elephant,Tiger,t9,t6,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t6.png,0,28509,2019-02-07,mcc_kids_pref_2,MM,keep,F,2015-12-15,3.1506849315068495,TRUE
190207_5_pref2,3,preference,7,true,Monkey,Cat,t15,t3,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t3.png,0,16657,2019-02-07,mcc_kids_pref_2,MM,keep,F,2015-12-15,3.1506849315068495,TRUE
190207_5_pref2,3,preference,8,false,Beaver,NA,t12,t2,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/t2.png,1,76278,2019-02-07,mcc_kids_pref_2,MM,keep,F,2015-12-15,3.1506849315068495,TRUE
190207_6_pref2,3,preference,train,false,Elephant,Elephant,car,bear,left,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/car.png,1,8263,2019-02-07,mcc_kids_pref_2,MM,keep,F,2015-04-16,3.8164383561643835,TRUE
190207_6_pref2,3,preference,train,false,Pig,Elephant,duck,ball,right,http://langcog.stanford.edu/expts/mcc/experiments/kids_preference/images/ball.png,1,8369,2019-02-07,mcc_kids_pref_2,MM,keep,F,2015-04-16,3.8164383561643835,TRUE
